candidate_id,name,category,free_to_use,requires_api_key,api_key_free_tier_available,setup_required,setup_documented,readiness_check_available,current_status,priority,baseline,benchmark_type,primary_metric,secondary_metrics,result_delta,latency_delta,cost_delta,security_risk_delta,maintenance_risk_delta,promotion_decision,decision_reason,evidence_file,runtime_integration_file,actively_used,review_date
8-15-security-guardrails-and-red-team__source-poisoning-detection,Source poisoning detection,"8.15 Security, guardrails and red team",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,SECURITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,baseline,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-07-01
8-20-release-supply-chain-repo-cleanliness-and-delivery__cold-start-reproducibility-test,Cold Start Reproducibility Test,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-07-01
8-20-release-supply-chain-repo-cleanliness-and-delivery__documentation-consistency-gate,Documentation Consistency Gate,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-07-01
8-20-release-supply-chain-repo-cleanliness-and-delivery__evidence-first-ui-mode,Evidence-first UI mode,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,REPRODUCIBILITY,TBD_BY_BENCHMARK,latency_p95; cost_per_run; risk_delta,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,final_case_evidence/benchmark_results.jsonl,,false,2026-07-01
8-20-release-supply-chain-repo-cleanliness-and-delivery__final-case-evidence-pack,Final Case Evidence Pack,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-07-01
8-20-release-supply-chain-repo-cleanliness-and-delivery__final-delivery-index,Final Delivery Index,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-07-01
8-20-release-supply-chain-repo-cleanliness-and-delivery__final-evaluator-checklist,Final Evaluator Checklist,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-07-01
8-20-release-supply-chain-repo-cleanliness-and-delivery__reproducible-case-package,Reproducible case package,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-07-01
8-20-release-supply-chain-repo-cleanliness-and-delivery__make-prove-final-product,make prove-final-product,"8.20 Release, supply chain, repo cleanliness and delivery",true,false,not_required,true,true,true,BENCHMARKED,P0,TBD_BY_BASELINE,PROXY,local_readiness,quality_signal; latency_ms,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,baseline,blocked,PROXY evidence is triage only and cannot promote runtime adoption.,final_case_evidence/benchmark_results.jsonl,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__nvidia-nemo-guardrails,NVIDIA NeMo Guardrails,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__openguardrails,OpenGuardrails,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__openrt-multimodal-red-teaming,OpenRT multimodal red teaming,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__adversarial-benchmark-generator,adversarial benchmark generator,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__citation-hijacking-test,citation hijacking test,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__citation-spoofing-tests,citation spoofing tests,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__conflicting-documents-test,conflicting-documents test,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__cross-run-leakage-tests,cross-run leakage tests,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__data-exfiltration-tests,data exfiltration tests,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__evidence-only-answer-mode,evidence-only answer mode,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__fake-source-authority-test,fake source authority test,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,baseline,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__indirect-prompt-injection-tests,indirect prompt injection tests,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__indirect-prompt-injection-through-retrieved-docs,indirect prompt injection through retrieved docs,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__jailbreak-resistant-evidence-mode,jailbreak-resistant evidence mode,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__live-answer-rejection,live answer rejection,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__malicious-html-pdf-tests,malicious HTML/PDF tests,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__malicious-markdown-test,malicious markdown test,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__number-manipulation-trap,number manipulation trap,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__policy-as-code-for-output,policy-as-code for output,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__prompt-injection-classifier-local,prompt injection classifier local,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__prompt-injection-corpus,prompt injection corpus,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__real-time-hallucination-monitor,real-time hallucination monitor,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__retrieval-poisoning-tests,retrieval poisoning tests,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__same-name-entity-confusion-test,same-name entity confusion test,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,not_measured,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__source-poisoning-tests,source poisoning tests,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,baseline,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__source-trust-attack-simulation,source trust attack simulation,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,baseline,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
maximal__8-42-security-guardrails-and-red-teaming__stale-source-trap,stale-source trap,"8.42 Security, Guardrails and Red Teaming",false,false,not_required,true,true,true,DOCUMENTED_CANDIDATE,P0,TBD_BY_BASELINE_OR_EXISTING_PIPELINE,OUTPUT_VALUE,output_quality,groundedness; coverage; auditability; risk_reduction,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_DIRECT_BENCHMARK,TBD_BY_SECURITY_GATE,baseline,benchmark_required,Direct output benchmark is required before promotion or rejection.,candidate_catalog_maximal_final_complementary_governed.csv,,false,2026-07-01
