candidate_id,name,category,status,marco,hypothesis,baseline,metrics,benchmark_type,benchmark,required_configuration,expected_runtime_use,cost_to_measure,latency_to_measure,risks_to_measure,gate,evidence_generated,promotion_criteria,rejection_criteria,removal_criteria,substitute_candidate,substitute_reason,free_self_hosted_verification,source_or_reference,external_dependency,cost_policy
8-10-recommendation-ranking-and-scoring__bayesian-scoring,Bayesian scoring,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether Bayesian scoring improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__pareto-frontier,Pareto frontier,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether Pareto frontier improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__bandit-style-exploration,bandit-style exploration,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether bandit-style exploration improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__confidence-based-model-routing,confidence-based model routing,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether confidence-based model routing improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__constraint-based-recommendation,constraint-based recommendation,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether constraint-based recommendation improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__cost-aware-ai-routing,cost-aware AI routing,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether cost-aware AI routing improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__decision-theoretic-ranking,decision-theoretic ranking,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether decision-theoretic ranking improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__expected-utility,expected utility,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether expected utility improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__latency-aware-pipeline-selection,latency-aware pipeline selection,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether latency-aware pipeline selection improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__learning-to-rank,learning-to-rank,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether learning-to-rank improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__learning-to-recommend,learning-to-recommend,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether learning-to-recommend improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__missing-evidence-prediction,missing evidence prediction,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether missing evidence prediction improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__multi-objective-optimization,multi-objective optimization,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether multi-objective optimization improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__probabilistic-evidence-aggregation,probabilistic evidence aggregation,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether probabilistic evidence aggregation improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__quality-cost-pareto-routing,quality-cost Pareto routing,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether quality-cost Pareto routing improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__recommendation-system,recommendation system,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether recommendation system improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-10-recommendation-ranking-and-scoring__test-time-compute-control,test-time compute control,"8.10 Recommendation, ranking and scoring",BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether test-time compute control improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-11-multimodal-ai-and-document-ai__ocr-aware-retrieval,OCR-aware retrieval,8.11 Multimodal AI and Document AI,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether OCR-aware retrieval improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-11-multimodal-ai-and-document-ai__pdf-layout-aware-retrieval,PDF layout-aware retrieval,8.11 Multimodal AI and Document AI,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether PDF layout-aware retrieval improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
8-11-multimodal-ai-and-document-ai__chart-understanding,chart understanding,8.11 Multimodal AI and Document AI,BENCHMARKED,Marco TBD_BY_ROADMAP_MAPPING,Evaluate whether chart understanding improves final product output.,TBD_BY_BASELINE,"[""TBD_BY_BENCHMARK""]",LOCAL_READINESS,scripts/run_benchmark.py,TBD_BY_CONFIGURATION_REVIEW,TBD_BY_RUNTIME_REVIEW,TBD_BY_BENCHMARK,TBD_BY_BENCHMARK,TBD_BY_SECURITY_TESTING,check_candidate_catalog_complete,final_case_evidence/benchmark_results.jsonl,direct benchmark passed; runtime promotion still requires output-value review and decision ledger,TBD_BY_BENCHMARK,TBD_BY_REPOSITORY_CLEANLINESS,,,PASS_BY_FREE_ONLY_FILTER; verify exact license/model terms before implementation; paid SaaS disabled,original_catalog,local_library_or_pipeline_step,FREE_ONLY_OR_SELF_HOSTED; paid tiers/overages disabled
