route_id,source_path,category,market_key,question_or_title,condition_id_sample,token_id_sample,keyword_hits
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,2932,"Will Bitcoin ($BTC) hit $20,000 or less by June 30?",,,bitcoin;btc
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,2936,Will Hikaru Nakamura or Fabiano Caruana win in their FTX Crypto Cup preliminary game?,,,crypto
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2937,NBA: Will the Heat beat the Magic by more than 4.5 points in their December 17 matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,fda_biotech,2938,NBA: Will the 76ers beat the Hornets by more than 6.5 points in their December 6 matchup?,,,fda;nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,2941,"Will $ETH be above $1,200 on July 15?",,,eth
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,2944,Will the floor price of Chain Runners be above 1.25 ETH on December 2?,,,eth
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,macro,2945,Will annual inflation in the European Union be 8.0% or more in April?,,,inflation;nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2946,NBA: Will the Suns beat the Trail Blazers by more than 6.5 points in their November 10th matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,2949,"Will $ETH hit $1,000 or $2,000 first?",,,eth
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2951,NBA: Will the Hornets beat the Cavaliers by more than 4.5 points in their November 1st matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2953,Will the sum of goals in Jamaica v. USA soccer matchup be an even or odd number?,,,soccer
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,2958,Will Joe Biden's FiveThirtyEight approval rating be 41.5% or higher on May 28?,,,eth
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2960,Will any of the first 10 picks in the NFL draft be traded during the draft?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,2962,Which cryptocurrency will have higher market cap on December 9th: Cardano ($ADA) or Solana ($SOL)?,,,solana;crypto
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2963,Will Ukraine qualify for the 2022 FIFA World Cup?,,,world cup
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2964,NBA: Will the sum of points in Clippers v Celtics be an even or an odd number?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2965,NBA: Will the Cavaliers beat the Pistons by more than 5.5 points in their November 12th matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2966,NFL: Will the Cowboys beat the Washington by more than 10.5 points in their December 26 matchup?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2967,NHL: Will the Hurricanes beat the Senators by more than 1.5 points in their December 2 matchup?,,,nhl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2972,NFL: Will the Eagles beat the Lions by more than 3.5 points in their October 31st matchup?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2975,NFL: Will the Steelers beat the Lions by more than 8.5 points in their November 14th matchup?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2981,NBA: Will the Pacers beat the Pelicans by more than 7.5 points in their November 20th matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,macro,2982,Will more than 3.30 million people travel via New York City subway on any day before November 19?,,,fed
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,2983,Will Magnus Carlsen or Ian Nepomniachtchi win in their FTX Crypto Cup preliminary match?,,,crypto
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,2984,Will Arca Ape win the CryptOG Charity Poker Tournament?,,,crypto
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2985,NFL: Will the Rams beat the Packers by more than 2.5 points in their November 28th matchup?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,macro,2992,Will inflation be 0.4% or more from July to August?,,,inflation;nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2993,NBA: Will the Pacers beat the Knicks by more than 4.5 points in their December 8 matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,politics,2994,Will the Liberal Party win a majority in the 2021 Canadian federal election?,,,fed;election;party
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,2996,NBA: Will the Bucks beat the Heat by more than 5.5 points in their December 8 matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,2998,Will the floor price of Azuki be 26 ETH or more on May 15?,,,eth
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,politics,2999,Will President Biden say “folks” in his first Joint Address?,,,president
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,3001,"Will $ETH (Ethereum) be above $4,750 on November 12th, 12pm ET?",,,ethereum;eth
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3002,NFL: Will the Ravens beat the Bears by more than 5.5 points in their November 21st matchup?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3006,NBA: Will the Pacers beat the 76ers by more than 2.5 points in their November 13th matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,fda_biotech,3008,How many new US residential sales will the U.S. Census Bureau report for June?,,,fda
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3011,NBA: Will the Bucks beat the Mavericks by more than 5.5 points in their December 23 matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,politics,3012,Will 'House of Gucci' get 86% or higher Audience Score on Rotten Tomatoes?,,,house
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,macro,3014,NBA: Will the Jazz beat the Trail Blazers by more than 7.5 points in their November 29th matchup?,,,fed;nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3015,NBA: Will the Rockets beat the Magic by more than 2.5 points in their December 3 matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3017,NBA: Will the Lakers beat the Timberwolves by more than 3.5 points in their November 12th matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,fda_biotech,3018,"Will AstraZeneca's COVID-19 vaccine receive FDA approval or Emergency Use Authorization (EUA) by May 1, 2021?",,,fda;pdufa
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3021,NBA: Will the Nets beat the Magic by more than 12.5 points in their November 19th matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,politics,3024,"Will Joe Biden be President of the USA on June 30, 2021?",,,president
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3030,Who will win Bucks v. Suns: NBA Finals Game 2?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,macro,3032,"Will the U.S. 7-day COVID-19 Case average be above 75,000 on March 1, 2022?",,,fed
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3033,World Chess Championship 2021: Will Game 12 be played?,,,champions
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3034,NBA: Will the Knicks beat the Raptors by more than 6.5 points in their November 1st matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,3035,Will Joe Biden's FiveThirtyEight approval rating be 41.7% or more on February 9?,,,eth
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3036,Will the Clippers or the Mavericks win their Game 1 NBA Playoff matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,politics,3037,Will Marine Le Pen win 2nd place in the first round of the 2022 French presidential election?,,,election;president
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3038,NBA: Who will win the Trail Blazers v. Hornets game on October 31st?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3041,NBA: Will the Warriors beat the Spurs by more than 9.5 points in their December 4 matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,politics,3042,Will President Biden mention coronavirus 3 or more times in his first Joint Address?,,,president
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,3043,"Will $ETH be above $3,100 on April 28, 2022?",,,eth
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3044,NBA: Will the Blazers beat the Cavaliers by more than 3.5 points in their November 3rd matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,3045,"Will Bitcoin ($BTC) price be above $60,000 at noon on December 7, 2021?",,,bitcoin;btc
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3046,Will there be another (1071st) NFL Scorigami in November 2021?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,macro,3048,"NHL: Who will win Oilers vs. Flames, scheduled for May 24, 9:30 PM ET?",,,oil;nhl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3049,Will Magnus Carlsen win the 2021 Meltwater Champions Chess Tour Finals?,,,champions
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3054,NFL: Will the Cardinals beat the Lions by more than 13.5 points in their December 19 matchup?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,corporate,3056,"Will any of the Secretary of State, Secretary of Defense, or Chairman of the Joint Chiefs of Staff no longer hold their position on October 1, 2021?",,,sec
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,3057,Will Robert Leshner or Anthony Pompliano win in their CryptoChamps chess match?,,,crypto
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,fda_biotech,3058,Who will win UFC 263: Figueiredo vs. Moreno?,,,fda;ufc
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3064,"NBA: Who will win Heat vs. 76ers, scheduled for May 4, 7:30 PM ET?",,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,macro,3066,Will U.S. inflation be more than 1.0% from February to March 2022?,,,inflation;nfl;eth
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3067,NBA: Will the Lakers beat the Rockets by more than 5.5 points in their December 28 matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3068,NFL: Will the Titans beat the Texans by more than 10.5 points in their November 21st matchup?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,3069,Will Su Zhu make it to the final table of the CryptOG Charity Poker Tournament?,,,crypto
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3070,Who will win UFC 263: Edwards vs. Diaz?,,,ufc
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3072,NHL: Will the Capitals beat the Blackhawks by more than 1.5 goals in their December 15 matchup?,,,nhl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3073,NBA: Will the Spurs beat the Pistons by more than 6.5 points in their January 1 matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,3076,Will $ETH be above $2500 on May 20?,,,eth
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3077,"NHL 2022 Stanley Cup Finals: Who will win Avalanche vs. Lightning, Game 6?",,,nhl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,3081,Will the floor price of Bored Apes be 111 ETH or more on April 23?,,,eth
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,macro,3082,Will the Treasury Department mint the trillion dollar coin by November 5th?,,,treasury;dollar
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3083,NBA: Will the Mavericks beat the Pelicans by more than 7.5 points in their December 3 matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,3085,"Will Ethereum (ETH) be above $3,000 at noon on January 31 2022?",,,ethereum;eth
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3089,Will the Jaguars beat the Cowboys by more than 3.5 points in their NFL preseason matchup?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3092,Will the 76ers or the Wizards win their Game 1 NBA Playoff matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3095,Will Hikaru Nakamura win the 2021 Speed Chess Championship Main Event?,,,champions
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3097,NBA: Will the Timberwolves beat the Pacers by more than 4.5 points in their November 29th matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3098,Who will win Bucks v. Suns: NBA Finals Game 1?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3101,Will Kyrie Irving play in an NBA game by October 31?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3102,Chess: Will the Van't Kruijs Opening (1. e3) be played at 2021 FIDE World Blitz Championship Open?,,,champions
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3104,Will the Chiefs or the Ravens win their NFL week 2 matchup?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3106,NBA: Will the sum of points in Nets v Mavericks be an even or an odd number?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3108,Will the Broncos beat the Rams by more than 8.5 points in their NFL preseason matchup?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3111,NFL: Will the Patriots beat the Browns by more than 3.5 points in their November 14th matchup?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3114,NHL: Will the Stars beat the Kings by more than 1.5 points in their December 9 matchup?,,,nhl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,politics,3115,Will the Progressive Conservative Party win a majority in the 2022 Ontario General Election?,,,election;party
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3118,Who will win Clippers vs. Mavericks: Game 2?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,3119,BAYC Metaverse: Will the floor price of Otherdeed be above 3.5 ETH on May 9?,,,eth
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3123,NBA: Will the Pelicans beat the Rockets by more than 3.5 points in their December 5 matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3124,NFL: Will the Packers beat the Vikings by more than 2.5 points in their November 21st matchup?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3125,NFL: Will the Packers beat the Browns by more than 6.5 points in their December 25 matchup?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,politics,3127,How many Yea votes in the House for the American Rescue Plan?,,,house
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,3128,"Will Ethereum be above $3000 on March 1, 2022?",,,ethereum;eth
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3129,NBA: Will the Knicks beat the Pacers by more than 3.5 points in their November 15th matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3131,NBA: Will the Nuggets beat the Timberwolves by more than 4.5 points in their December 15 matchup?,,,nba
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3135,UFC 275: Who will win - Glover Teixeira or Jiri Prochazka?,,,ufc
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,fda_biotech,3137,"Will MOEX close above 2,500 by April 15, 2022?",,,fda
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,politics,3138,Will 21 US States administer at least one COVID-19 vaccine dose to 70% of adults by September 1?,,,minister
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3140,Will the Buccaneers beat the Texans by more than 3.5 points in their NFL preseason matchup?,,,nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,crypto,3142,Will the FTX Crypto Cup preliminary game between Anish Giri and Magnus Carlsen end in a draw?,,,crypto
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,macro,3144,Will annual inflation in the European Union be 5.4% or more in December?,,,inflation;nfl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3145,"NHL: Who will win Avalanche vs. Blues, scheduled for May 23, 9:30 PM ET?",,,nhl
PM_ALL_POLYMARKET_CONTRACT_PNL,registry/w4b_polymarket_recensus_venue_events_v1.csv.gz,sports,3147,"MLB: Who will win Boston Red Sox vs. Houston Astros, scheduled for May 16, 7:11 PM ET?",,,mlb
