event_id,resolved_family,independence_cluster_id,title,slug,semantic_end_utc,asof_state,jurisdiction,primary_source_route,linked_asset,linked_asset_mapping_state,linked_asset_mapping_basis,revelation_state,revelation_precision,public_revelation_utc,safe_cutoff_utc,revelation_source_type,revelation_source_url,revelation_response_sha256,resolution_state,resolution_source_type,resolution_source_url,resolution_response_sha256,resolution_ambiguous,asset_data_state,asset_data_first_date,asset_data_last_date,asset_data_rows,asset_data_response_sha256,mandatory_account_gated_dependency,mandatory_field_state,adjudication_notes
60662,EARNINGS_EPS,d199c8b4d64ca6f7d2da7333,Will Coursera (COUR) beat quarterly earnings?,cour-quarterly-earnings-nongaap-eps-10-23-2025-0pt08,2025-10-23T21:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,COUR,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
686409,EARNINGS_EPS,0f8d5780614937f24f5a34bc,Will Tractor Supply (TSCO) beat quarterly earnings?,tsco-quarterly-earnings-gaap-eps-07-23-2026-0pt85,2026-07-23T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,TSCO,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
199211,EARNINGS_EPS,75dccde4ffdd1166fa1b9499,Will Amplitude (AMPL) beat quarterly earnings?,ampl-quarterly-earnings-nongaap-eps-02-18-2026-0pt05,2026-02-18T22:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,AMPL,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
242205,EARNINGS_EPS,fcd47fbb6331bff4cd096007,Will DocuSign (DOCU) beat quarterly earnings?,docu-quarterly-earnings-nongaap-eps-03-17-2026-0pt95,2026-03-17T21:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,DOCU,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
53162,EARNINGS_EPS,c6ee886403e208e00e35c9ae,Will Nurix Therapeutics (NRIX) beat quarterly earnings?,nrix-quarterly-earnings-gaap-eps-2025-10-9-neg0pt85,2025-10-09T00:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,NRIX,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
708245,EARNINGS_EPS,d9278dbf9bbecc204c6e048d,Will Caesars Entertainment (CZR) beat quarterly earnings?,czr-quarterly-earnings-gaap-eps-07-28-2026-0pt05,2026-07-28T21:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,CZR,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
686396,EARNINGS_EPS,fd217ee3150c4fbe55d11d3d,Will United Bankshares (UBSI) beat quarterly earnings?,ubsi-quarterly-earnings-gaap-eps-07-23-2026-0pt89,2026-07-23T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,UBSI,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
192042,EARNINGS_EPS,23d0150e4941c38ce10f4738,Will McDonald's (MCD) beat quarterly earnings?,mcd-quarterly-earnings-nongaap-eps-02-11-2026-3pt04,2026-02-11T22:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,MCD,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
326946,EARNINGS_EPS,f6e93f08dee462ebd0cb3216,Will Goldman Sachs (GS) beat quarterly earnings?,gs-quarterly-earnings-gaap-eps-04-13-2026-15pt95,2026-04-13T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,GS,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
326991,EARNINGS_EPS,d2aa40d279be939b63b5aa59,Will Wells Fargo (WFC) beat quarterly earnings?,wfc-quarterly-earnings-gaap-eps-04-14-2026-1pt58,2026-04-14T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,WFC,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
69198,EARNINGS_EPS,a25fdd5e957190aed1c5efcf,Will Rivian Automotive (RIVN) beat quarterly earnings?,rivn-quarterly-earnings-gaap-eps-11-04-2025-neg0pt86,2025-11-04T22:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,RIVN,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
686377,EARNINGS_EPS,09317f14b44ec2cff5ac5c70,Will Blackstone (BX) beat quarterly earnings?,bx-quarterly-earnings-gaap-eps-07-23-2026-1pt33,2026-07-23T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,BX,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
192666,EARNINGS_EPS,b4d150cfaf3a5567c961781f,Will Rivian Automotive (RIVN) beat quarterly earnings?,rivn-quarterly-earnings-gaap-eps-02-12-2026-neg0pt8,2026-02-12T22:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,RIVN,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
729799,EARNINGS_EPS,b0e833271651016e2713bf05,Will Palantir Technologies (PLTR) beat quarterly earnings?,pltr-quarterly-earnings-nongaap-eps-08-03-2026-0pt35,2026-08-03T21:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,PLTR,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
196862,EARNINGS_EPS,9e7c91d450095a640c8dfe13,Will Estee Lauder (EL) beat quarterly earnings?,el-quarterly-earnings-nongaap-eps-02-05-2026-0pt83,2026-02-05T14:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,EL,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
652170,EARNINGS_EPS,d483b681be85e330776b19f8,Will Unity Bancorp (UNTY) beat quarterly earnings?,unty-quarterly-earnings-gaap-eps-07-14-2026-1pt44,2026-07-14T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,UNTY,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
49945,EARNINGS_EPS,700d6f0c10ff3d622622a13f,Will Delta Air Lines (DAL) beat quarterly earnings?,dal-quarterly-earnings-nongaap-eps-2025-10-09-1pt52,2025-10-09T00:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,DAL,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
67829,EARNINGS_EPS,8df370e08b5a0314af0a3b34,Will TKO Group Holdings (TKO) beat quarterly earnings?,tko-quarterly-earnings-gaap-eps-11-05-2025-0pt52,2025-11-05T22:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,TKO,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
146165,EARNINGS_EPS,44c0e4aabf5635e59ddcf796,Will 3M (MMM) beat quarterly earnings?,mmm-quarterly-earnings-nongaap-eps-01-20-2026-1pt81,2026-01-20T14:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,MMM,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
230135,EARNINGS_EPS,0dcc1c6f6e37fb21257b8c2e,Will Build-A-Bear Workshop (BBW) beat quarterly earnings?,bbw-quarterly-earnings-gaap-eps-03-12-2026-1pt27,2026-03-12T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,BBW,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
89619,EARNINGS_EPS,f2b3cea996c55bcd20cfd9b2,Will Casey's General Stores (CASY) beat quarterly earnings?,casy-quarterly-earnings-gaap-eps-12-09-2025-5pt2,2025-12-09T22:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,CASY,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
90095,EARNINGS_EPS,dca3b6be7b1956000ccb47a6,Will Paychex (PAYX) beat quarterly earnings?,payx-quarterly-earnings-nongaap-eps-12-18-2025-1pt23,2025-12-18T14:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,PAYX,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
56577,EARNINGS_EPS,7d2baf1500dc031834f16ef7,Will AT&T (T) beat quarterly earnings?,t-quarterly-earnings-nongaap-eps-10-22-2025-0pt54,2025-10-22T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,T,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
206313,EARNINGS_EPS,b1d4a2e0e2f89892bb52cc2e,Will Autodesk (ADSK) beat quarterly earnings?,adsk-quarterly-earnings-nongaap-eps-02-26-2026-2pt64,2026-02-26T22:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,ADSK,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
66538,EARNINGS_EPS,0ee976e421bafb694a7bc57d,Will Chime Financial (CHYM) beat quarterly earnings?,chym-quarterly-earnings-gaap-eps-11-05-2025-neg0pt24,2025-11-05T22:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,CHYM,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
729858,EARNINGS_EPS,df63525d2b3683b169a0fb65,Will Pfizer (PFE) beat quarterly earnings?,pfe-quarterly-earnings-nongaap-eps-08-04-2026-0pt68,2026-08-04T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,PFE,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
525416,EARNINGS_EPS,ed060ee821d0d84746d1a807,Will Marvell Tech (MRVL) beat quarterly earnings?,mrvl-quarterly-earnings-nongaap-eps-05-27-2026-0pt79,2026-05-27T21:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,MRVL,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
686500,EARNINGS_EPS,5635c70d0244b92f7f013d52,Will KeyCorp (KEY) beat quarterly earnings?,key-quarterly-earnings-gaap-eps-07-21-2026-0pt42,2026-07-21T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,KEY,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
49950,EARNINGS_EPS,96d9b40586a3d8f35fa156a1,Will Goldman Sachs (GS) beat quarterly earnings?,gs-quarterly-earnings-gaap-eps-2025-10-14-10pt47,2025-10-14T00:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,GS,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
525455,EARNINGS_EPS,5d2de38baa717ca3d1d317a6,Will GitLab (GTLB) beat quarterly earnings?,gtlb-quarterly-earnings-nongaap-eps-06-02-2026-0pt2,2026-06-02T21:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,GTLB,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
410677,EARNINGS_EPS,16bdf37c1c8e4ce8b7d89edc,Will Datadog (DDOG) beat quarterly earnings?,ddog-quarterly-earnings-nongaap-eps-05-07-2026-0pt51,2026-05-07T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,DDOG,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
364289,EARNINGS_EPS,e36bcb359f50402d92ad4910,Will CBRE Group (CBRE) beat quarterly earnings?,cbre-quarterly-earnings-nongaap-eps-04-23-2026-1pt12,2026-04-23T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,CBRE,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
146136,EARNINGS_EPS,bf2f6971e11432a2ecb91479,Will Interactive Brokers (IBKR) beat quarterly earnings?,ibkr-quarterly-earnings-nongaap-eps-01-20-2026-0pt56,2026-01-20T22:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,IBKR,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
100416,EARNINGS_EPS,f579bf5ab51e319b0e374791,Will Broadcom Inc. (AVGO) beat quarterly earnings?,avgo-quarterly-earnings-nongaap-eps-12-11-2025-1pt87,2025-12-11T22:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,AVGO,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
226383,EARNINGS_EPS,2d9a597e1310479fd900711f,Will Kohls (KSS) beat quarterly earnings?,kss-quarterly-earnings-gaap-eps-03-10-2026-0pt72,2026-03-10T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,KSS,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
64602,EARNINGS_EPS,a747cc8d9bfd01b330e1cd79,Will Mastercard (MA) beat quarterly earnings?,ma-quarterly-earnings-nongaap-eps-10-30-2025-4pt31,2025-10-30T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,MA,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
87898,EARNINGS_EPS,1463bd620048f7f47a9e644d,Will Snowflake (SNOW) beat quarterly earnings?,snow-quarterly-earnings-nongaap-eps-12-03-2025-0pt31,2025-12-03T22:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,SNOW,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
74643,EARNINGS_EPS,bea79424a3223661d11f1a18,Will Tyson Foods (TSN) beat quarterly earnings?,tsn-quarterly-earnings-nongaap-eps-11-10-2025-0pt83,2025-11-10T14:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,TSN,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
686380,EARNINGS_EPS,c3a288de5800d7decf81d05f,Will Infosys (INFY) beat quarterly earnings?,infy-quarterly-earnings-gaap-eps-07-23-2026-0pt21,2026-07-23T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,INFY,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
715645,EARNINGS_EPS,5859cec1ba6f4b62e9429b00,Will Hyatt Hotels (H) beat quarterly earnings?,h-quarterly-earnings-nongaap-eps-07-30-2026-0pt91,2026-07-30T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,H,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
387395,EARNINGS_EPS,46f63739ea2793e1a670538d,Will Dolby Laboratories (DLB) beat quarterly earnings?,dlb-quarterly-earnings-nongaap-eps-04-30-2026-1pt34,2026-04-30T21:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,DLB,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
686398,EARNINGS_EPS,9a3f46dd65e30ff61214abb4,Will Lockheed Martin (LMT) beat quarterly earnings?,lmt-quarterly-earnings-gaap-eps-07-23-2026-7pt23,2026-07-23T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,LMT,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
525417,EARNINGS_EPS,1f8ad1c3e38cc6d73aa6d857,Will Dick's Sporting Goods (DKS) beat quarterly earnings?,dks-quarterly-earnings-nongaap-eps-05-27-2026-2pt91,2026-05-27T13:00:00Z,DUE_ASOF,UNITED_STATES,ISSUER_IR_AND_SEC_EDGAR,DKS,PASS,FROZEN_V2_1_STRUCTURAL_ROUTE,PENDING_PRIMARY_REVIEW,,,,,,,PENDING_PRIMARY_REVIEW,,,,false,PENDING_AVAILABILITY_PROBE,,,,,false,PASS,
