route_id,venue,market_id,condition_id,ticker,slug,question,category,volume,yes_token,entry_ts,entry_yes_price,terminal_yes_price,side,gross_pnl_per_contract,net_pnl_per_contract,return_on_stake,hit,history_points,history_window_days,entry_no_price,terminal_no_price,data_tier,price_source,entry_archive_date
PM_POLYMARKET_MACRO_CONTRACT_PNL,Polymarket,601698,0x35cc41270f5cdfd59b45e68ab85dc51b0b900d286a6c74ea006b8572d9ff5934,,fed-decreases-interest-rates-by-25-bps-after-january-2026-meeting,Fed decreases interest rates by 25 bps after January 2026 meeting?,,101211542.667667,92703761682322480664976766247614127878023988651992837287050266308961660624165,1768435220,0.056,0.0,BUY_NO,0.056,0.056,0.059322033898305086,True,14,14,,,,,
PM_POLYMARKET_MACRO_CONTRACT_PNL,Polymarket,797327,0xac9c6628a5398bb2a06f566854270a9fbc7f2badec4329d3b5fdc1407291c35b,,will-trump-release-the-epstein-files-by-december-19-771,Will Trump release the Epstein files by December 19?,,90915983.771306,97631444429136963410558776454705646247419477447963422218240880878426855760467,1765411215,0.515,1.0,ABSTAIN,0.0,0.0,,,15,14,,,,,
PM_POLYMARKET_MACRO_CONTRACT_PNL,Polymarket,1198423,0x3488f31e6449f9803f99a8b5dd232c7ad883637f1c86e6953305a2ef19c77f20,,us-strikes-iran-by-february-28-2026-227-967-547-688-589-491-592-418-452-924-384-915-464-672-196-157-993-596-269-535-381-391-471-256-988-997-296-225-762-973-292-827-345-182-558-215-794-879-189-761,"US strikes Iran by February 28, 2026?",,89652867.363489,110790003121442365126855864076707686014650523258783405996925622264696084778807,1771113617,0.125,1.0,BUY_NO,-0.875,-0.875,-1.0,False,14,14,,,,,
PM_POLYMARKET_FDA_BIOTECH_CONTRACT_PNL,Polymarket,1640919,0x6d0e09d0f04572d9b1adad84703458b0297bc5603b69dccbde93147ee4443246,,us-forces-enter-iran-by-april-30-899,US forces enter Iran by April 30?,,269049107.0837461,2916184120206223749839849644877707470354946028257066951797428049170871002238,1774569650,0.615,1.0,ABSTAIN,0.0,0.0,,,4,14,,,,,
PM_POLYMARKET_FDA_BIOTECH_CONTRACT_PNL,Polymarket,1162940,0x306d10d4a4d51b41910dbc779ca00908bd917c131541c5c42bbbc736258d2d56,,us-forces-enter-iran-by-march-31-222-191-243-517-878-439-519,US forces enter Iran by March 31?,,73927762.4785615,42750054381142639205639663180818682570869285140532640407891991570656047928885,1774224038,0.205,0.0,BUY_NO,0.205,0.205,0.2578616352201258,True,7,14,,,,,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXPCECORE-26JUN-T0.2,KXPCECORE-26JUN,KXPCECORE-26JUN-T0.2,KXPCECORE-26JUN-T0.2,Will the rate of core PCE inflation be above 0.2% in June 2026?,PCE_RELEASE,76407.21,KXPCECORE-26JUN-T0.2,1784206800,0.08,0.0,BUY_NO,0.08,0.08,0.08695652173913043,True,305,14,,,live,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXDEGDPYOYF-26JUL30-T-0.4,KXDEGDPYOYF-26JUL30,KXDEGDPYOYF-26JUL30-T-0.4,KXDEGDPYOYF-26JUL30-T-0.4,Will Germany GDP growth rate YoY flash for Q2 2026 be above -0.4%?,GDP_RELEASE,33.0,KXDEGDPYOYF-26JUL30-T-0.4,1784196000,0.7949999999999999,1.0,BUY_YES,0.20500000000000007,0.20500000000000007,0.2578616352201259,True,331,14,,,live,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXFOMCGUIDE-26-FWD,KXFOMCGUIDE-26,KXFOMCGUIDE-26-FWD,KXFOMCGUIDE-26-FWD,Will the July 2026 FOMC statement include forward-looking rate guidance?,FOMC_DECISION,7865.97,KXFOMCGUIDE-26-FWD,1784170800,0.08,0.0,BUY_NO,0.08,0.08,0.08695652173913043,True,203,14,,,live,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXFOMCDISSENTCOUNT-26JUL-0,KXFOMCDISSENTCOUNT-26JUL,KXFOMCDISSENTCOUNT-26JUL-0,KXFOMCDISSENTCOUNT-26JUL-0,How many dissenting votes at the next Fed meeting?,FOMC_DECISION,182419.69,KXFOMCDISSENTCOUNT-26JUL-0,1784138400,0.495,0.0,ABSTAIN,0.0,0.0,,,300,14,,,live,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXUKRETAIL-26JUL24-T0.0,KXUKRETAIL-26JUL24,KXUKRETAIL-26JUL24-T0.0,KXUKRETAIL-26JUL24-T0.0,Will United Kingdom retail sales MoM for June 2026 be above 0.0%?,RETAIL_SALES_RELEASE,1724.55,KXUKRETAIL-26JUL24-T0.0,1783674000,0.595,1.0,ABSTAIN,0.0,0.0,,,118,14,,,live,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXACQANNOUNCEANNUAL-27JAN01-ANYDELI,KXACQANNOUNCEANNUAL-27JAN01,KXACQANNOUNCEANNUAL-27JAN01-ANYDELI,KXACQANNOUNCEANNUAL-27JAN01-ANYDELI,"Will any company announce acquisition of Delivery Hero before Jan 1, 2027?",MA_PRE_ANNOUNCEMENT_OR_RUMOR,4077.62,KXACQANNOUNCEANNUAL-27JAN01-ANYDELI,1783105200,0.44499999999999995,1.0,ABSTAIN,0.0,0.0,,,86,14,,,live,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXUSRETAIL-26JUL16-T0.4,KXUSRETAIL-26JUL16,KXUSRETAIL-26JUL16-T0.4,KXUSRETAIL-26JUL16-T0.4,Will United States retail sales MoM for June 2026 be above 0.4%?,RETAIL_SALES_RELEASE,8998.77,KXUSRETAIL-26JUL16-T0.4,1783000800,0.485,0.0,ABSTAIN,0.0,0.0,,,189,14,,,live,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXEARNINGSMENTIONJNJ-26JUL15-AI,KXEARNINGSMENTIONJNJ-26JUL15,KXEARNINGSMENTIONJNJ-26JUL15-AI,KXEARNINGSMENTIONJNJ-26JUL15-AI,What will Johnson & Johnson say during their next earnings call?,CORPORATE_LITIGATION_BINARY,4026.41,KXEARNINGSMENTIONJNJ-26JUL15-AI,1782954000,0.30000000000000004,1.0,BUY_NO,-0.7,-0.7,-1.0,False,320,14,,,live,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXECONSTATU3-26JUN-T4.3,KXECONSTATU3-26JUN,KXECONSTATU3-26JUN-T4.3,KXECONSTATU3-26JUN-T4.3,Unemployment rate in Jun 2026?,UNEMPLOYMENT_RELEASE,26332.59,KXECONSTATU3-26JUN-T4.3,1781787600,0.395,0.0,ABSTAIN,0.0,0.0,,,272,14,,,live,kalshi_candlesticks_60m_w4b_universe,
PM_KALSHI_CONTRACT_PNL,Kalshi,KXINDIAVJAPAN-26JUN30-IND,KXINDIAVJAPAN-26JUN30,KXINDIAVJAPAN-26JUN30-IND,KXINDIAVJAPAN-26JUN30-IND,Will India nominal GDP exceed Japan nominal GDP for 2025?,GDP_RELEASE,6.25,KXINDIAVJAPAN-26JUN30-IND,1781784000,0.175,0.0,BUY_NO,0.175,0.175,0.21212121212121213,True,74,14,,,live,kalshi_candlesticks_60m_w4b_universe,
