source,market_id,condition_id,slug,question,category,end_date,closed_time,volume_num,liquidity_num,yes_token,no_token,terminal_yes_price,outcomes_json,prices_json
gamma_closed_markets,601700,0x7c6c69d91b21cbbea08a13d0ad51c0e96a956045aaadc77bce507c6b0475b66e,fed-increases-interest-rates-by-25-bps-after-january-2026-meeting,Fed increases interest rates by 25+ bps after January 2026 meeting?,,2026-01-28T00:00:00Z,2026-01-28 23:04:04+00,216455743.153891,,16419649354067298412736919830777830730026677464626899811394461690794060330642,42139849929574046088630785796780813725435914859433767469767950066058132350666,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,2036399,0x1d2787cb8aed975d092b2799ed6f4083e9445f7420cdc09e9d47e7d54356c6cd,us-x-iran-ceasefire-extended-by-april-22-2026,"US x Iran ceasefire extended by April 22, 2026?",,2026-04-21T00:00:00Z,2026-05-01 00:32:42+00,203621392.1401,,50049642142024617231697970377792489304039200104142714216386619263735691638204,110959653450933276250915064669875552310439627880508793089816880777942697720191,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,2270330,0xd86a816093fcd0a0e1ca440bc5ce199bd3c5a8d6139e044b076958164f8c5423,us-x-iran-permanent-peace-deal-by-june-15-2026-734-856-129,"US x Iran permanent peace deal by June 15, 2026?",,2026-06-15T00:00:00Z,2026-06-18 00:32:19+00,177370818.43892464,,5904694069529905826680225678119990013628860098514322777023141327768111791078,59855952379545476461266875939089074481171378466995213858930892770855011813551,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,558938,0x0c4cd2055d6ea89354ffddc55d6dbcef9355748112ea952fc925f3db6a5c457f,will-argentina-win-the-2026-fifa-world-cup-245,Will Argentina win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-20 01:24:43+00,174315688.25573426,,18812649149814341758733697580460697418474693998558159483117100240528657629879,115428153746996892211798999366308897078723117634059783423375188043903703749062,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,1706788,0x4c5701bcde0b8fb7d7f48c8e9d20245a6caa58c61a77f981fad98f2bfa0b1bc7,us-x-iran-ceasefire-by-april-7,US x Iran ceasefire by April 7?,,2026-04-07T00:00:00Z,2026-04-11 00:28:39+00,173696184.17746878,,82855088893985825781350466813737280564000275725006328179621744619327480699369,55194745453074297560900438908357749978780021444937743754846798173575377021411,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,654415,0x25aa90b3cd98305e849189b4e8b770fc77fe89bccb7cf9656468414e01145d38,will-the-fed-increase-interest-rates-by-25-bps-after-the-march-2026-meeting,Will the Fed increase interest rates by 25+ bps after the March 2026 meeting?,,2026-03-18T00:00:00Z,2026-03-18 21:19:03+00,172972056.63332495,,54073086346734626735797775941991553522163760164405051969883391401961188364109,111080671036126109659854287535401661966194360665829017654832975124868412594547,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,253727,0x265366ede72d73e137b2b9095a6cdc9be6149290caa295738a95e3d881ad0865,will-kamala-harris-win-the-popular-vote-in-the-2024-presidential-election,Kamala Harris wins the popular vote?,,2024-11-05T12:00:00Z,2024-11-12 10:03:19+00,163779786.645492,,21271000291843361249209065706097167029083067325856089903026951915683588703117,43898019188443109254544011644141095748327433947336326565220861409147408981284,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,570360,0x6903b766f5fda3d5b02f4472a6b4154419e78b7fd126c0b29ce17bb8e20b20cc,fed-decreases-interest-rates-by-50-bps-after-december-2025-meeting,Fed decreases interest rates by 50+ bps after December 2025 meeting?,,2025-12-10T00:00:00Z,2025-12-10 22:17:52+00,161574382.129451,,74018646712472971445258547247048869505144598783748525202442089895996249694683,21489772516410038586556744342392982044189999368638682594741395650226594484811,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558968,0x7412d284c8f63791fec807f9b1f61c6fe61163621775a3dc8686cd2575272abe,will-egypt-win-the-2026-fifa-world-cup,Will Egypt win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-07 21:30:01+00,158580818.67117897,,30499731947464516579580181356221397335865912996104577000510883912653418218808,65652065262666433168143828460188123377751865571317729312655170081534213236077,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,680392,0x43ec78527bd98a0588dd9455685b2cc82f5743140cb3a154603dc03c02b57de5,will-there-be-another-us-government-shutdown-by-january-31,US government shutdown Saturday?,,2026-01-31T00:00:00Z,2026-02-04 00:35:28+00,157296576.448084,,52607315900507156846622820770453728082833251091510131025984187712529448877245,108988271800978168213949343685406694292284061166193819357568013088568150075789,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,507894,0x37963e2b3194455fe768cd470571640c758c049b7cda6967449a43a8bd5c835f,will-the-toronto-raptors-win-the-2025-nba-finals,Will the Toronto Raptors win the 2025 NBA Finals?,,2025-06-23T12:00:00Z,2025-04-02 06:13:03+00,154220299.964432,0.0,8615283304849028269259042680787343769500144068672958710059180099366119214927,23538341502367016460214883076280471618080465904528266058055509584419858222978,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,253609,0x230144e34a84dfd0ebdc6de7fde37780e28154f6f84dd8880c7f0e58d302d448,will-michelle-obama-win-the-2024-us-presidential-election,Will Michelle Obama win the 2024 US Presidential Election?,,2024-11-05T00:00:00Z,2024-11-06 19:00:15+00,153382275.618594,,97508453625137094121006941885029334584603955750917059456402541591996493525667,101835693390914207034008670272805414453671321042882880939287726647351186404691,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558963,0x37a6de1b21803e5f3fb1965116218215d79963af4f7e51659696366267a63a03,will-morocco-win-the-2026-fifa-world-cup-464,Will Morocco win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-10 01:10:56+00,152254451.3257818,,69910730841487615802736046038473620030754616421912831175284551372639933569112,64291832879722161879651094688874074984529456778901604558632306686248535158725,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558934,0x7976b8dbacf9077eb1453a62bcefd6ab2df199acd28aad276ff0d920d6992892,will-spain-win-the-2026-fifa-world-cup-963,Will Spain win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-20 01:14:28+00,152168021.58979887,,4394372887385518214471608448209527405727552777602031099972143344338178308080,112680630004798425069810935278212000865453267506345451433803052322987302357330,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,538932,0xebddfcf7b4401dade8b4031770a1ab942b01854f3bed453d5df9425cd9f211a9,will-zohran-mamdani-win-the-2025-nyc-mayoral-election,Will Zohran Mamdani win the 2025 NYC mayoral election?,,2025-11-04T12:00:00Z,2025-11-05 05:44:47+00,143254859.334333,,33945469250963963541781051637999677727672635213493648594066577298999471399137,105832362350788616148612362642992403996714020918558917275151746177525518770551,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,558943,0xcdb1f0400949238a63d3e88243d2ada08cd9c2a71985ced9f0cfd5e66354cf90,will-usa-win-the-2026-fifa-world-cup-467,Will USA win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-07 05:08:19+00,142460221.86557126,,94603648636330087039501304492699481091005420017442244191603206509188088089447,45270201343463663182019040935560267543606888663369415494551943549463253748361,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,253595,0x7da35195ac3c7bf167f88ab0c27067a99020e36de67d39968b71d9debcdd925e,will-robert-f-kennedy-jr-win-the-2024-us-presidential-election,Will Robert F. Kennedy Jr. win the 2024 US Presidential Election?,,2024-11-04T12:00:00Z,2024-11-06 18:09:00+00,141605110.748029,,75551890681049796405776295654438099776333571510662809052054780589218524237663,56404905393055211239795086916790918063008904529043139446524120756836481670648,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,1795527,0xa93b28a6384aefff4e7d5adb2061c444e4a0e95b8ad17755f9cee123c7099b35,russia-x-ukraine-ceasefire-by-may-31-2026,"Russia x Ukraine ceasefire by May 31, 2026?",,2026-05-31T00:00:00Z,2026-05-09 19:52:26+00,141250712.68070313,,79574854225464477884287524461980167393583915155475895540399834902850789709576,50296805114160040515244790354604025333522925214556059510952704423495419940434,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,503301,0xb018023b67a978fa9a4d43a13f6f0a8e29b1516c36b4721b3983eafdc86b3bf9,will-the-panthers-win-super-bowl-2025,Will the Panthers win Super Bowl 2025?,,2025-02-09T12:00:00Z,2024-12-16 00:49:34+00,139314923.974714,,66714239224313823221640294891961335457341276313024833480429172445133070011668,89467374135934739834722715801896983274727814886329505374811124523387276806796,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558945,0x5ccfe1b69a582d2985db08a8481a0d74c314b1fce9b4711ae2efb2c6467fe6aa,will-mexico-win-the-2026-fifa-world-cup-529,Will Mexico win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-06 06:13:55+00,137807960.8917842,,22587775301869146748237913050505932485648958481571808324285560650057390882036,89041006475364789358805026139650677807087698981377208157664917554760333198878,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558951,0x7b52405ad0e0d31bfe970940b67d77f24ecedeab8a2361c11148c02a006e325c,will-norway-win-the-2026-fifa-world-cup-893,Will Norway win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-12 02:58:20+00,137345387.0652803,,60447443643099453130956385288904175887233107411078568881602330835010340506057,111538579557239934343870815626480092245052857494675784434731223739153238373070,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,504494,0x1fc1e5595adab4d8160b2fe72cfed61131e3d5e61b5c334160d1729d7380ab16,fed-increases-interest-rates-by-25-bps-after-november-2024-meeting,Fed increases interest rates by 25+ bps after November 2024 meeting?,,2024-11-07T12:00:00Z,2024-11-07 22:44:32+00,133955589.249666,,37607087749772082751516356212488395841221931637322106913544914381521802317192,62906346854843026600780466242595591879256731166107167021180309597980343523177,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,570363,0xfcd2fb666c5a346faee448e63267346a3ec394a52bce4c199877559da91cd2c1,fed-increases-interest-rates-by-25-bps-after-december-2025-meeting,Fed increases interest rates by 25+ bps after December 2025 meeting?,,2025-12-10T00:00:00Z,2025-12-10 22:18:48+00,133173605.453166,,111653286751222233434552489231342053782305860121514128195211070982702807638967,83234538869110488222137558986831878044545184788704562505964003874631215840521,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,507286,0xce0f82dc8bb789ffd3bc2928db80bbc539fa04dd223d6e15e2d81eabf8e279fe,will-aston-villa-win-the-uefa-champions-league,Will Aston Villa win the UEFA Champions League?,,2025-05-31T12:00:00Z,2025-04-16 00:18:15+00,133113813.382904,,17148991929546304218678959738430213065524880357303658607403556776126482126118,113944511437047286070977074222535617181404611267671592896303826271480616303572,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558974,0x3a26ca6425e2d98f14935670bc22cdb0744defc6f6d83c65f8c413a921c5c70c,will-switzerland-win-the-2026-fifa-world-cup,Will Switzerland win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-12 06:56:43+00,132837715.7947361,,62131913648515148266463816694306031394539656598501514114816028349608560215534,45315272750116791836504013666029583517532908319286234834610455739871173419179,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558936,0x9b6fef249040fd17e9c107955b37ac2c3e923509b6b0ff01cc463a331ddeb894,will-france-win-the-2026-fifa-world-cup-924,Will France win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-15 00:07:37+00,132448346.86106883,,108233603819467706476318984012158651931658302669301887462181073562758483842092,32270411694523539495262303868629477861017829722282576458031815333486368239544,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,1180303,0xd4bbf7f6707c67beb736135ad32a41f6db41f8ae52d3ac4919650de9eeb94ed8,khamenei-out-as-supreme-leader-of-iran-by-february-28,Khamenei out as Supreme Leader of Iran by February 28?,,2026-02-28T00:00:00Z,2026-03-04 01:05:25+00,131114970.827221,,39317885422026394259056328144566743331998444273202427934141325790266108570112,37975265083682450969967223199653164268542375291978582835346444673615244164455,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,507896,0xbba16a21398862877d2ba91d7221be625b4514066580c91c6acbc32b03fe7997,will-the-washington-wizards-win-the-2025-nba-finals,Will the Washington Wizards win the 2025 NBA Finals?,,2025-06-23T12:00:00Z,2025-03-22 04:46:37+00,130194075.547845,,24107569157155697291965151336634632343913784446472286927398284356905040243642,21681197057124220318103273802306437383246529014429637515490905139174082175006,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,507895,0x305df84a4e3cdedb1a70ddec73949c64311247dbf7f41c236ee6a795dcc3d347,will-the-utah-jazz-win-the-2025-nba-finals,Will the Utah Jazz win the 2025 NBA Finals?,,2025-06-23T12:00:00Z,2025-03-11 06:37:23+00,129911351.465261,,76259649122453061705337281599154338919732329508586858056504569811939186829612,93053730364096945099420634270857903025282374897779411302504029345560486022565,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558946,0x32cfa52198e85e070d1b17d1b53c5c3a6aaae7736cdc33fa6aa04d353f0c2811,will-belgium-win-the-2026-fifa-world-cup-358,Will Belgium win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-11 00:12:34+00,129278677.369467,,30815807067456631524510535002617106205417832891402132396713720656146245200000,71145888994888153292442623019750517622535407476309461406574461229898137896934,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,572473,0x46d40e851b24d9b0af4bc1942ccd86439cae82a9011767da14950df0ad997adf,will-trump-nominate-judy-shelton-as-the-next-fed-chair,Will Trump nominate Judy Shelton as the next Fed chair?,,2026-12-31T00:00:00Z,2026-03-04 19:25:55+00,127684064.95211223,,5031084282167950494806674428243037744881029417420880897305642929037077494331,20939351535690701474621316837957321939118947084394902825750156021315806001424,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,503314,0x59c211bdc7743b11eefa59e0d87802445980cf27e63dbdad2f6668ea0f139fdb,will-the-raiders-win-super-bowl-2025,Will the Raiders win Super Bowl 2025?,,2025-02-09T12:00:00Z,2024-11-30 02:39:51+00,123969933.295517,,54892341795653479805388020158684786934714678926304197461400878299451904269209,40801206881564693043973435688806179249940112928041934634486776594277892109019,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,253706,0xcd1b6b71a1964f15e2c14809594cbfa0d576270e8ef94c8c24913121097e09e5,will-donald-trump-win-the-popular-vote-in-the-2024-presidential-election,Will Donald Trump win the popular vote in the 2024 Presidential Election?,,2024-11-05T12:00:00Z,2024-11-11 22:30:39+00,119932620.818624,,42699080635179861375280720242213672850141860123562672932351602811041149946128,52646153159016006621189163812433115969858888637703551736022048114666679879653,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,507276,0xef8cf8b45ef7e3a607a72b6e1d56bede869fdd81795b63db847de1090bf11c41,tiktok-banned-in-the-us-before-may-2025,TikTok banned in the US before May 2025?,,2025-04-30T12:00:00Z,2025-01-22 00:31:19+00,119653357.735965,,24635636911615866092589652362670811323984202357282728474473612545495782013438,77833150719418088778043805955239482801946237829699651267940477301583416794868,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
gamma_closed_markets,503327,0x5c37735c8442b1a29a42a163c62c02fa640ca054f46375649bfb3e867439a35d,will-the-titans-win-super-bowl-2025,Will the Titans win Super Bowl 2025?,,2025-02-09T12:00:00Z,2024-12-08 23:57:34+00,119500829.411718,,58440649209461200280350668047868558605555236750105361041671089512720702235189,83111747692593108439667014273321109579545447301960950400715776857725380837947,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558970,0x3bc69cb672591e4fcd2ef856b64b219a906e15d4601b50066ac81a446574dfaf,will-cape-verde-win-the-2026-fifa-world-cup,Will Cape Verde win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-04 03:56:04+00,119207233.3327582,,61595193871140044336898809781418183952441527621084596848414908595268863899573,51603557647605526784272094285656249935467020057355371392584885347569984808630,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,507859,0x3329697f75e759b7fb781e52314d4322492a6d0816e8465d90091af88a3f4219,will-the-charlotte-hornets-win-the-2025-nba-finals,Will the Charlotte Hornets win the 2025 NBA Finals?,,2025-06-23T12:00:00Z,2025-03-24 04:10:55+00,116668813.604393,,25436247939029572982277188919226292094124958162220886464449785995391293568622,56462050406307387707510640903112171397949812400075668383842741498747916885864,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,253641,0xb92f22143e7b48609a82573fa8197dc73683a15acb467b0f51ee63da7e3f520b,will-any-other-democratic-politician-win-the-2024-us-presidential-election,Will any other Democratic Politician win the 2024 US Presidential Election?,,2024-11-05T00:00:00Z,2024-11-06 19:54:53+00,116558196.386525,,74706296939809671893768905246606398708802232875822379413753245164957842209130,103543247440804352548620987887141435213865749546518237928636621721195722919525,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,503304,0xad80eb89c63afba0adaede4350c2dae8088d0faf00d598d72edd3446929019c8,will-the-browns-win-super-bowl-2025,Will the Browns win Super Bowl 2025?,,2025-02-09T12:00:00Z,2024-12-09 00:42:52+00,115257552.257456,,37221056259325429041732308291782104664756441972369963169173383951407900144525,63939510524223361009002618165078196129404531478278623969998606591983074882103,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,529278,0x4037ced85ebd734a30727e948abfe77b19fc2ce7ee0560a933d0c080fe076516,will-frances-fitzgerald-win-the-irish-presidential-election,Will Frances Fitzgerald win the Irish Presidential Election?,,2025-11-11T12:00:00Z,2025-10-25 21:53:33+00,115067178.333268,,13178519333823993662934968430857776162550570445253471722003513716922201689105,47113635093830865822807939725855960883737645711087828564134442752879834974569,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558966,0x289568d555ec620ed6fa33c936c5f42649d3a2e30748a1daf7079f42453fbea4,will-ivory-coast-win-the-2026-fifa-world-cup,Will Ivory Coast win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-06-30 22:13:05+00,111749187.63597094,,58374167250364215964582274356498746399676421878376948523944979542572589542202,70753274007979480001882804624792378182371580903023185997594096497692751054228,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558935,0x375409bc5eeeff961e82b479caeccc20f33d15738e5bce1186d628aa3d9dfb1f,will-england-win-the-2026-fifa-world-cup-937,Will England win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-16 00:11:11+00,110162254.18757918,,115556263888245616435851357148058235707004733438163639091106356867234218207169,77121637225348873006259930776623502125079210522997384841464684944292365296940,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558976,0xe5bd80313b8859e3f5761568ac9498866ea9d4419e4d1b6a877a9a9bd2754cb4,will-croatia-win-the-2026-fifa-world-cup,Will Croatia win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-03 04:20:41+00,109483286.88874409,,106593539437032467615148553707998472829334050617128244920821917025746481184109,22335540631248526397385139154377717431237265005174891396662761131414559126312,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558940,0x4f3421fb2daf5cca7430ed8d8132463963081572d75434393a1808fdb8829fe8,will-portugal-win-the-2026-fifa-world-cup-912,Will Portugal win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-07 00:12:26+00,109092961.84747173,,45415751658241142530386585138386640503488308219341470020075667342738719018629,31940783580344558651011323787577288681658737625185216525249046282994042503801,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,507242,0xfc85294228f82de21e18774b133a6db99ddaf4ebe5bf8c4f6c356ae4901d1165,will-the-democratic-candidate-win-pennsylvania-by-1pt5-2pt0,Will the Democratic candidate win Pennsylvania by 1.5%-2.0%?,,2024-11-05T12:00:00Z,2024-12-05 04:16:19+00,109063759.600993,,50359548234039960292196003199462920229740483405247698708858122753748162136710,37216002198068335704548623054992010338811654161235074096184479870463026341679,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,503320,0x7dcaa5bd1b8842fb522b076001dcab4621e4146085a5cf2d4371fab60c3a014f,will-the-giants-win-super-bowl-2025,Will the Giants win Super Bowl 2025?,,2025-02-09T12:00:00Z,2024-11-29 04:32:09+00,107857306.638451,,1579051818984095727673421497419190670041974399782372017404834102770355812245,103025800543021453963790516518962068292483949140859491419046691780811544794182,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,253593,0xced9f9d90c94db9f1e1dbd7d9fba82fe4fa7431c0d4e91e28896c8ac2d6acadd,will-nikki-haley-win-the-2024-us-presidential-election,Will Nikki Haley win the 2024 US Presidential Election?,,2024-11-05T00:00:00Z,2024-11-06 18:04:10+00,107529158.083605,,19083349462791593334532840548890602187185739923311385087650426802477691161360,25663677275476030658483179785762851061160843737234225579491314980654272946621,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558961,0x65307f30dce84ac35e41813035d3c04933da830dc4efbbb2fcdc4b282700ef3b,will-south-korea-win-the-2026-fifa-world-cup-485,Will South Korea win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-06-28 04:48:35+00,107521229.19240354,,80724786407275266937534613008558715581084712230616856739273522348302669402554,100966306057435164439067339228624332754270252294302540206756310699254942177976,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,558956,0x675bba4df50fd123f7fbfbafa67e9b75f4092d85ce0f9148ce78fc945964c856,will-paraguay-win-the-2026-fifa-world-cup-967,Will Paraguay win the 2026 FIFA World Cup?,,2026-07-20T00:00:00Z,2026-07-05 02:11:10+00,107400630.58821647,,93165696161088512376930999170413968261015485018106746563527821398897374023845,64564930076241670294516403352804569921660004975706088367725793399153499601932,0.0,"[""Yes"", ""No""]","[0.0, 1.0]"
gamma_closed_markets,601699,0xe93c89c41d1bb08d3bb40066d8565df301a696563b2542256e6e8bbbb1ec490d,no-change-in-fed-interest-rates-after-january-2026-meeting,No change in Fed interest rates after January 2026 meeting?,,2026-01-28T00:00:00Z,2026-01-28 22:52:08+00,106767096.072298,,112838095111461683880944516726938163688341306245473734071798778736646352193304,7321318078891059430231591636389479745928915782241484131001985601124919020061,1.0,"[""Yes"", ""No""]","[1.0, 0.0]"
